title,location,img,link
高级婴儿幼小儿心肺复苏模拟人型CPR160窒息新生儿医用假人体教具,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/410896281/O1CN01neMQmG1wGkVOFhzL5_!!410896281.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=15928763139&ns=1&abbucket=16#detail
CPR心肺复苏模拟人急救医学用全身人体教学半身模型人工呼吸假人,北京,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/3376967264/O1CN01xm994J23WxpGv6qE5_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=622715587115&ns=1&abbucket=16
CPR100半身心肺复苏模拟人急救训练人体模型心脏按压人工呼吸培训假人,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2206813196300/O1CN01LOhA9x1wPRyAd56Ll_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=673595452411&ns=1&abbucket=16
心肺复苏模拟人 全身半身CPR急救演练训练假人工呼吸按压人体模型,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2137467566/O1CN01P5UrVb25lHCSzJJf1_!!2137467566.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=606833485790&ns=1&abbucket=16#detail
高级全身心肺复苏模拟人CPR480/580/680人工呼吸训练触电急救假人,上海,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=588524735656&ns=1&abbucket=16#detail
泰贵医学心肺复苏模拟人半身cpr心脏急救护理训练假人全身人体模型,上海,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=640412989289&ns=1&abbucket=16
CPR300S高级全自动电脑心肺复苏模拟人急救演练全身假人医学模型,上海,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=675519699506&ns=1&abbucket=16#detail
心肺复苏模拟人全身CPR按压呼吸医学假人半身急救训练人体模型,上海,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=680322259790&ns=1&abbucket=16#detail
弘模心肺复苏模拟人 人工呼吸急救培训橡皮人假人HOM/CPR100B,上海,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=656381518557&ns=1&abbucket=16
心肺复苏模拟人CPR急救演习假按压人工呼吸器医学全半身模型全套,,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=671590045316&ns=1&abbucket=16#detail
医训CPR690S高级全自动心肺复苏模拟人全身CPR训练模型急救教学培训练假人体模型,上海,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=643829617733&ns=1&abbucket=16
心肺复苏训练模拟人CPR心肺复苏模拟人全身半身医用急救假人工呼,浙江 嘉兴,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=710602890516&ns=1&abbucket=16#detail
心肺复苏训练模拟人CPR全身心肺训练假人教学急救模型消防演模型,广东 广州,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=710821215475&ns=1&abbucket=16#detail
心肺复苏模拟人心脏急救呼吸训练假人医用假人半身教学模型 CPR,北京,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=575600374895&ns=1&abbucket=16#detail
心肺复苏模拟人半身CPR290急救人体模型考核人工呼吸按压训练假人,浙江 温州,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=679829797235&ns=1&abbucket=16#detail
CPR急救训练模拟人复苏练习假人心肺复苏模拟人体模型医学用模具,上海,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=35320671978&ns=1&abbucket=16#detail
益模 全功能新生儿一岁三岁五岁儿童高级CPR心肺复苏鼻饲模拟人气管插管插胃管输液脐带护理模型假人教具,上海,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=630963844366&ns=1&abbucket=16
TG/CPR690大屏液晶电脑心肺复苏模拟人全身心脏应急演练医用假人,上海,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=675758436268&ns=1&abbucket=16#detail
优模 CPR590S心肺复苏模拟人工呼吸假人全身人体模型急救橡皮人,上海,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=579743245155&ns=1&abbucket=16
cpr690大屏液晶电脑心肺复苏全身模拟人急救人体模型心脏训练假人,浙江 温州,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=680463999551&ns=1&abbucket=16#detail
心肺复苏模拟人半身标配CPR810急救训练模型消防演练假人,天津,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2214650202009/O1CN01ZJZ8zh1QiATuFzDT5_!!2214650202009.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=687676306248&ns=1&abbucket=16#detail
CPR490心肺复苏模拟人数字计数显示控制器语音打印 人工呼吸吹气按压训练假人急救教学教具模型人,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2211549081600/O1CN0108bOBi1NgqNnZtNzO_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=644642266044&ns=1&abbucket=16
博友心肺复苏模拟人体CPR按压半全身橡皮假人工呼吸急救训练模型,上海,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/359463539/O1CN01uho9yu1c0uLQcByfR_!!359463539.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=601440868246&ns=1&abbucket=16#detail
心肺复苏模拟人全半身CPR应急救援橡皮人工呼吸训练习假人体模型,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/43980582/O1CN01LgHYuk1GAbBEcdYAx_!!43980582.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=38159509482&ns=1&abbucket=16#detail
心肺复苏模拟人半身 CPR急救人工呼吸训练模型全身 医学模型 假人,上海,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/4198938382/O1CN016mJ1692Bn0MM9Yopg_!!4198938382.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=596220336875&ns=1&abbucket=16#detail
心肺复苏模拟人消防演模型CPR全身心脏训练假人半身教学急救医用,北京,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2215597174482/O1CN01LbOYYt1iynzvq2Xr4_!!2215597174482.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=713389934629&ns=1&abbucket=16#detail
心肺复苏模拟人CPR480急救训练全身 半身假人 急救安妮模型,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1779561365/TB2Q0ocov5TBuNjSspcXXbnGFXa_!!1779561365.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=568734590797&ns=1&abbucket=16#detail
野外应急急救/建筑工地消防演练心肺复苏模拟人 CPR急救塑胶假人,重庆,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1915450206/TB2wrpwjHuWBuNjSszgXXb8jVXa_!!1915450206.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=537367637258&ns=1&abbucket=16#detail
益模 KMU/CPR110全身心肺复苏模拟人 院前急救演练胸外按压人工呼吸培训假人 抢救训练模型,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2209038526505/O1CN017D3mWm1xvL5sp8181_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=647422466572&ns=1&abbucket=16
医博BIX-CPR690卫勤心肺复苏模拟人全身CPR人工呼吸急救训练模型假人带语音播报训练考核模式成绩单参数设置,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2206780946618/O1CN01H3GA0e1yl5xnyVcv3_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=694501205145&ns=1&abbucket=16
医博BIX-CPR590卫勤心肺复苏模拟人全身CPR人工呼吸急救训练模型假人带语音播报训练考核模式成绩单参数设置,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2206780946618/O1CN01W9LAXR1yl5xrn7ytN_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=694756958765&ns=1&abbucket=16
仁模心肺复苏模拟人全身CPR操作心脏按压人工呼吸橡皮假人急救训,浙江 金华,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2201422864858/O1CN01VWMhzr1ll0uIW8eTd_!!2201422864858.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=706687849596&ns=1&abbucket=16#detail
针灸练习模型48人体穴位经络可扎针中医教学铜人摆件硅胶仿真人,河南 许昌,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i1/3370977601/O1CN013tpr4U261JK0tmrcw_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=1399814250&k=961&e=GJLV8tEA4W3JjpQVmDr8kBZ0dJPRSoGOHzuyFwrge7lXsssdv0DvhCKG4B8Vp5oCM2hTOklXPAwA4nzaSMzcieUMCoanE%2BYuQ0BUVGkp%2Fie3%2F0v0MCWnF%2B6BKw56y1UQUCjigkPyI8VwQAuaXc4ls5lX7YaooFTjnPl4yshiKaJt6gRVFsJ4%2FSXqsTqTB1qPEP%2Bstjcd9gSVegbKT8MRFtNUINVIXDx2GXrUIcEwnRXP604ukWub5Xfmu3TaXRTzr3iWCw09d%2F3F43IvwhVQ%2FegWrQv5KVNKnQG0ryT9Hll9HhrpKN4xcVxHqihZIfDKqfdp0z4uEWCRml3%2BFtaCD8iPU1QknirKXo1%2FfTu%2BVQQnzakPtbSAXnlYSCtMhiIGvqgrhMogZ6Q92zK6L5SFoRNCGDQXI3ReNoFs2y0zcGsfpSoU20F5aaokB7s8RwWOVPS%2BnhTyrzl5O5UBhdUY8CNBx%2BqqxMAszK%2B4HDNSlOq1brtrYPCteDNkUzs%2FPTwiCWrh1xdgc524uBFVs8QWoOTpFInOFib%2Ff%2B2tSypNNmUzeLsgoKUj%2FW4Xd3Sz6UKSRRCu8Y%2B8Dv%2BfBVPT9AtE5nWVEwCciOcaYvyldvljpLNHc0nxP8AHiLROAar4P%2FWj2cijsjES49fvLROu1iyT7%2Btw8Bz82liC44eFO6qzEFmBd8Vld72UE6XmsqK1H94LW3rCYRmK6UWqJmNQkeRjue78g6Gmghe3GA0MhJyOxC7sDuOl4QzFhJxrQNadtGiDmX1ES1hRJxgY98UzjysuXPmqYWkAmFYt08tZO0NVyY9GxbT4Ba6a5O6o02Pn4s2h%2B7TWB7mMLa8DjmKlcGoeD%2FUixX5E63NOpa9AZKGDuGnmfY4WVjQgLtpU6A3KC%2FR5nCn%2B5MenyXY5ErJ069m%2BmaKLr3Ymkiu44M4lLZcuq1yLpS0ZGLFrOypvbrddIcw6#detail
针灸练习模型120人体穴位经络可扎针中医教学铜人摆件硅胶仿真人,河南 许昌,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i2/3370977601/O1CN01VfrD24261JJ21eDC9_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=1399814250&k=961&e=1OJ6z%2Bk%2F%2BKHJjpQVmDr8kBZ0dJPRSoGOHzuyFwrge7lXsssdv0DvhCKG4B8Vp5oCM2hTOklXPAwA4nzaSMzciSH1xpnj%2FybsQ0BUVGkp%2Fie3%2F0v0MCWnF%2B6BKw56y1UQUCjigkPyI8VwQAuaXc4ls5lX7YaooFTjnPl4yshiKaJt6gRVFsJ4%2FSXqsTqTB1qPEP%2Bstjcd9gSVegbKT8MRFtNUINVIXDx2GXrUIcEwnRXP604ukWub5Xfmu3TaXRTzr3iWCw09d%2F3F43IvwhVQ%2FegWrQv5KVNKnQG0ryT9Hll9HhrpKN4xcRnrHICZscoX3SIg2TfV54aRml3%2BFtaCD%2FzZElSI3Lo7R5sq%2BqoAWR6mIFiHuCcMrjBWFsYIIjVuV8mnkG%2BtLgE92zK6L5SFoRNCGDQXI3ReNoFs2y0zcGsfpSoU20F5aaokB7s8RwWOO57wtnyGwwNzOJeogJAZqyNBx%2BqqxMAszK%2B4HDNSlOqmt1NtGDdvhRREV8PHDZCmCWrh1xdgc524uBFVs8QWoOTpFInOFib%2Ff%2B2tSypNNmUzeLsgoKUj%2FW4Xd3Sz6UKSRRCu8Y%2B8Dv%2BfBVPT9AtE5nWVEwCciOcaYvyldvljpLNHc0nxP8AHiLROAar4P%2FWj2cijsjES49fvLROu1iyT7%2Btw8Bz82liC44eFO6qzEFmBd8Vld72UE6XmsqK1H94LW3rCYRmK6UWqJmNQkeRjue78g6Gmghe3GA0MhJyOxC7sDuOl4QzFhJxrQNadtGiDmX1ES1hRJxgY98UzjysuXPmqYWkAmFYtY8MKTokBwoh5cfG6I5K6Mu6o02Pn4s2h%2B7TWB7mMLa9ukeNDCHobx%2FUixX5E63NOpa9AZKGDuGnmfY4WVjQgLtpU6A3KC%2FR5nCn%2B5MenyXY5ErJ069m%2BmaKLr3Ymkiu44M4lLZcuq1yLpS0ZGLFrOypvbrddIcw6#detail
穿刺及气管切开插管训练模型医考教学假人,浙江 温州,https://g-search1.alicdn.com/img/bao/uploaded/i4/imgextra/i4/28902000/O1CN01wjYvZO1Qe2nhf3BN4_!!0-saturn_solar.jpg_360x360Q90.jpg_.webp,https://click.simba.taobao.com/cc_im?p=cpr%BC%D9%C8%CB&s=1399814250&k=985&e=J7sI9LIKx%2F%2FJjpQVmDr8kBZ0dJPRSoGOHzuyFwrge7lXsssdv0DvhCKG4B8Vp5oCFe5bLD%2B6FsRqluAhHwDpfYWNOjgYTENN4CuVS2nf96e3%2F0v0MCWnF%2B6BKw56y1UQUCjigkPyI8VwQAuaXc4ls5lX7YaooFTjnPl4yshiKaJt6gRVFsJ4%2FSXqsTqTB1qPEP%2Bstjcd9gSVegbKT8MRFtNUINVIXDx2GXrUIcEwnRXP604ukWub5bTgFBNplj1VCjJUEWtf1EdcPlfNmsRgkCgOsZBo3oQVOlCnp1LSAUMYzq%2FFFCkCSgsCYIcI%2FVG66npJ65egKHLZYBJ2CGxjKGVspWJZ%2BsKokjghQ%2BnG%2F3wcBSrkdSrB4UgHbQeVMSO5tmp2Ip72dO%2Bqf10CVISJoDT0hXSqzz3GQSSrxqFbCNS4vTRimHevftsp2sDqIKcIGSeCoERQq%2FbXWnWGaDLrY5Cba9nwgwOMKJEjrCavny4yXCg3kJwwGAS9gjA8qkeHArOytnRawnwmMwfjRveyJ%2Fsvrj0tfrNSJ8DkG18ZsCXCUFV8z%2BNwiGMWVOQq1jOxWEFsgk7T60atl4saqwUVzAA0HRVdVmUBQxwm%2F8sjJiXQzKwKJ%2F0myNy1ZsIRqtrdoiHE76rojZKkhBvRI9ye9VCxB0iRZrFavPSn9jRWHyHpjwmGEhY56Jjlk7cIWoMpQnKpUtBv%2B4XD89xtbw6an0cAu85l0oxkFFryQ4gq9ebj1Ogv58NYPRvCfcfKIJahnIncfn9N%2BTt79q4xF2mrEnHyW2nTM4EJ7C1J2ZrOT7E0mCKTlYuAy5jpWfrsFaf2SWtL%2FzRUTlZT7XVEh%2FuK6phFE6G8yCtvt%2BSYu7kfwbhHe22JYY6xNkl%2Bdtm1%2BIz6S9thEeDsWLWOvQFnSKHjl1qDqBbJ%2F9F3V781J5qlbjKg%2B%2FfJowIhPms4ffJcpZvVP1NUxeaQetWH61Qi69KFqg%3D%3D#detail
医博BIX-CPR590卫勤心肺复苏模拟人全身CPR人工呼吸急救训练模型假人带语音播报训练考核模式成绩单参数设置,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2206780946618/O1CN01W9LAXR1yl5xrn7ytN_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=694756958765&ns=1&abbucket=16
仁模心肺复苏模拟人全身CPR操作心脏按压人工呼吸橡皮假人急救训,浙江 金华,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2201422864858/O1CN01VWMhzr1ll0uIW8eTd_!!2201422864858.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=706687849596&ns=1&abbucket=16#detail
心肺复苏模拟人高级自动全身教学培训假人GD/CPR10300,陕西 西安,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1702448294/O1CN01buOtgY2B8hnD565DH_!!1702448294.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=708434323390&ns=1&abbucket=16#detail
CPR680医学用橡皮人电脑心肺复苏F模拟人急救训练假人人工呼吸模,河南 郑州,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/3325801143/O1CN019XTsr51KJXWFQFITH_!!3325801143.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=705809239320&ns=1&abbucket=16#detail
继科心肺复苏模拟人CPR全身心肺训练假人教学急救模型消防演模型,福建 泉州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2211573851325/O1CN01tXhs161LetbpPZlJT_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=708958585392&ns=1&abbucket=16
心肺复苏模拟人半身全人工呼吸心脏按压急救演练假人模特型CPR690,江苏 无锡,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208068866834/O1CN01auaff420M1XQJSAP0_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=709264070202&ns=1&abbucket=16
心肺复苏模拟人 CPR急救护理模型 心肺复苏模型 人工呼吸急救假人,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/3907584168/O1CN01sny7fX1gezdCnMWXH_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=712032024538&ns=1&abbucket=16
全身心肺复苏模拟人CPR医学演练假人工呼吸半身教学急救培训模型,江苏 无锡,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2211190634008/O1CN01kNCf3M1fTiGG0ttWh_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=712298268236&ns=1&abbucket=16
心肺复苏模拟人全身CPR110心脏起搏急救训练假人胸外按压人工呼吸,浙江 温州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2214797965725/O1CN01oGFt5J1sA6GSO0hCq_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=688799566551&ns=1&abbucket=16
心肺复苏模拟人半身CPR100急救培训训练按压假人心脏起搏人工呼吸,浙江 温州,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2214797965725/O1CN0139hrcI1sA6GTFrEFN_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=689081455527&ns=1&abbucket=16
心肺复苏模拟人半身全人工呼吸心脏按压急救演练假人模特型CPR690,江苏 无锡,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2208780888555/O1CN015ZKTqR2D4F9olDNFs_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=704112906417&ns=1&abbucket=16
半身心肺复苏模拟人医院急救训练假人橡皮人CPR红U十字卫校考核用,广东 东莞,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/3325801143/O1CN01QUaG5f1KJXWFd5mAF_!!3325801143.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=705613370194&ns=1&abbucket=16#detail
心肺复苏模拟人 CPR急救护理模型 心肺复苏模型 人工呼吸急救假人,江苏 苏州,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2212882729176/O1CN01qKcnYJ2Hef7ulMdtM_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=710282118977&ns=1&abbucket=16
心肺复苏模拟人CPR急救橡皮假人体按压人工呼吸器全半身教学模型,江苏 无锡,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=712135896766&ns=1&abbucket=16
CPR480心肺复苏模拟人心脏急救人体训练模型电子计数人工呼吸假人,江苏 无锡,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=712493749178&ns=1&abbucket=16
心肺复苏模拟人CPR急救护理模型心肺复苏模型人工呼吸急救假人,江苏 无锡,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=712611850763&ns=1&abbucket=16
心肺复苏模拟人CPR 心脏复苏假人模型急救模具软件版（电脑自备）,北京,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=549100727545&ns=1&abbucket=16#detail
心肺复苏模拟人半身全人工呼吸心脏按压急救演练假人模特型CPR690,江苏 无锡,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=696354281220&ns=1&abbucket=16
心复苏模人半cpr身急拟救人工呼吸人按压医学训练伤肺员假69全0S,江苏 无锡,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=705487006743&ns=1&abbucket=16
心肺复苏模拟人CPR全半身心脏按压急救训练假人模型婴儿人工呼吸新款,江苏 无锡,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=711268987618&ns=1&abbucket=16
泰贵医学心肺复苏模拟人半身cpr心脏急救护理训练假人全身人体模型,上海,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=640412989289&ns=1&abbucket=16
高级儿童心肺复苏模拟人小儿模型CPR170医学用儿童急救假人体模型,上海,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=635552747245&ns=1&abbucket=16#detail
心肺复苏模拟人CPR 半身 全身假人模型牛津袋 手提袋双层牛津袋,天津,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=706884491927&ns=1&abbucket=16#detail
半身心肺复苏模拟人全身触电急救人体模型胸外按压医用假人CPR490,河南 郑州,https://g.alicdn.com/s.gif,https://item.taobao.com/item.htm?id=531378363451&ns=1&abbucket=16#detail
AED自动体外模拟除颤仪教学训练机CPR心肺复苏模拟人急救假人模型,上海,https://g.alicdn.com/s.gif,https://detail.tmall.com/item.htm?id=641562609748&ns=1&abbucket=16
CPR490心肺复苏模拟人数字计数显示控制器语音打印 人工呼吸吹气按压训练假人急救教学教具模型人,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2211549081600/O1CN0108bOBi1NgqNnZtNzO_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=644642266044&ns=1&abbucket=16
多功能婴儿护理训练模拟人气管插管海姆立克CPR心肺复苏假人模型,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/198680749/O1CN01ORx0F11HP5Sn8MSGg_!!198680749.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=660586122473&ns=1&abbucket=16#detail
医博BIX-CPR230卫勤心肺复苏模拟人半身CPR人工呼吸急救训练模型带语音训练考核模式可调医学教学模型假人,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2206780946618/O1CN01HL0cB41yl5xkknxKw_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=694947303482&ns=1&abbucket=16
益模 电脑高级心肺复苏模拟人（计算机控制-无线连接）投屏教学WIFI链接心肺复苏急救教学假人 CPR700W,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2209038526505/O1CN01NcN9ef1xvLELSDPMD_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=707723300730&ns=1&abbucket=16
心肺复苏模拟人 全身半身CPR急救演练训练假人工呼吸按压人体模型,福建 泉州,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/3108142467/O1CN01l55GXd1U5vuV0Alc5_!!3108142467.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=704762234725&ns=1&abbucket=16
心肺复苏模拟人CPR急救护理模型心肺复苏模型人工呼吸急救假人,江苏 无锡,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2211190634008/O1CN01ymekk81fTiGCtw8Of_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=712265320362&ns=1&abbucket=16
心肺复苏模拟人CPR急救橡皮假人体按压人工呼吸器全半身教学模型,江苏 无锡,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2207662516957/O1CN01vhUqmY21GMG39iwfZ_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=712623254540&ns=1&abbucket=16
心肺复苏模拟人CPR急救护理模型心肺复苏模型人工呼吸急救假人,江苏 无锡,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2211190634008/O1CN01UHRHkc1fTiGBm3Plb_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=712944475731&ns=1&abbucket=16
医训CPR15160 高级新生儿婴儿心肺复苏模拟人婴儿复苏人体模型CPR小儿窒息急救橡皮假人,上海,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2211549081600/O1CN01zkCRWB1NgqNlvM14C_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=643998816267&ns=1&abbucket=16
CPR290半身心肺复苏模拟人CAPR培训假人医学模型急救训练人体模型,北京,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/3325801143/O1CN01kKEW0N1KJXW9f38Qj_!!3325801143.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=705115720611&ns=1&abbucket=16#detail
心肺复苏模拟人CPR急救橡皮假人体按压人工呼吸器全半身教学模型,江苏 无锡,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2207662516957/O1CN017iQjaJ21GMG35Virn_!!2207662516957.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=712422469552&ns=1&abbucket=16
心肺复苏模拟人cpr半全身急救人工呼吸按压医学训练伤员假人690S,上海,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2209342115341/O1CN018Etuil1pKEDVTlNC6_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=712489097059&ns=1&abbucket=16
心脏培训胸外橡皮模拟演练按压全身复苏人工呼吸人半心肺CPR假人,山东 济南,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2206911871204/O1CN01PA0Tof1KlTfDOMcIg_!!2206911871204.jpg_360x360Q90.jpg_.webp,https://item.taobao.com/item.htm?id=695076697201&ns=1&abbucket=16#detail
心肺复苏模拟人CPR急救护理模型心肺复苏模型人工呼吸急救假人,广东 广州,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2204306415547/O1CN01t5gWoE1qqZnJtW20o_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=704791520394&ns=1&abbucket=16
CPR480心肺复苏模拟人心脏急救人体训练模型电子计数人工呼吸假人,浙江 金华,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2206948683968/O1CN01tbZvGw1fBOPNQRPnl_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=706493364445&ns=1&abbucket=16
CPR480心肺复苏模拟人心脏急救人体训练模型电子计数人工呼吸假人,浙江 金华,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2206948683968/O1CN01ptKCc31fBOPoRsjyO_!!0-item_pic.jpg_360x360Q90.jpg_.webp,https://detail.tmall.com/item.htm?id=711208798237&ns=1&abbucket=16
